En una bolsa hay 40 caramelos de frutilla y de menta. 25 son de menta. ¿Cuántos caramelos son de frutilla?,1
Candela tiene 15 caramelos en una bolsa y 13 en una caja. ¿Cuántos caramelos tiene Candela en total?,0
"En una red hay 96 tomates. Si de ese grupo 15 están podridos, ¿cuántos son los tomates que no están podridos?",1
En total hay 11 hamburguesas. Luciana y sus amigos comen 8. ¿Cuántas hamburguesas quedan?,1
En una caja hay 41 dulces. Mónica agrega 8 dulces más. ¿Cuántos dulces hay en total en la caja?,0
Eliana quiere comprar una remera de €30 y una blusa de €50. ¿Cuánto dinero va a gastar Eliana?,0
Para una fiesta se han prepardo 56 bocadillos de jamón y 28 de queso. ¿Cuántos bocadillos más de jamón hay que de queso?,1
Melina tenía 7 hebillas y hoy la abuela le compró 2 nuevas. ¿Cuántas tiene ahora?,0
"Al principio del torneo de tenis había 16 participantes, ahora quedan 4. ¿Cuántos participantes quedaron afuera?",1
"Arriba de la mesa hay 6 vasos, si María y Pedro sacan 4 vasos entre los dos ¿cuántos vasos quedan en la mesa?",1
En la panadería hay 78 panes. Si venden 25. ¿Cuántos panes quedan en la panadería?,1
Si hay 88 alumnos en segundo grado y llegan 8 alumnos más. ¿Cuántos alumnos hay en total?,0
Agustín llenó 13 páginas del álbum de figuritas. Tiene 10 páginas incompletas. ¿Cuántas páginas tiene el álbum?,0
Antonio tenía 57 confites y se comió 24. ¿Cuántos confites le quedan?,1
Mario camina 6 cuadras desde su casa hasta lo de su abuela. La heladería está 5 cuadras más lejos. ¿Cuántas cuadras caminará si va directo de su casa a la heladería?,0
"Si Ulises tiene 15 dulces y Raul tiene 19 dulces, ¿cuántos dulces tienen en total?",0
Valeria tiene 12 pulseritas y le regala 4 a Lucía. ¿Cuántas pulseritas le quedan a Valeria?,1
Augusto tiene 21 tapitas. Para la clase de mañana necesita 27 tapitas. ¿Cuántas tapitas le faltan?,1
"Daniela tiene 37 galletas, 14 son de avena y las otras de chocolate. ¿Cuántas galletas son de chocolate?",1
Ana leyó 81 páginas de un libro. El libro tiene 167 páginas. ¿Cuántas paginas le faltan leer para terminar el libro?,1
En la mesa hay 11 platos. Si Catalina saca 2 y Pedro saca otros 4 ¿Cuántos platos quedan en la mesa al final?,1
Martina tiene 8 naranjas. Le regala 4 a su hermano. ¿Cuántas naranjas le quedan al final?,1
"El total de ciclistas que participan en una carrera es de 45, si en la etapa del día de hoy se retiran 13 ¿cuántos ciclistas quedan en la carrera?",1
Para un cumpleaños se prepararon 68 masitas de chocolate y 42 de coco. ¿Cuántas masitas más de chocolate hay que de coco?,1
En una estanteria hay 16 libros. 9 libros son de matemáticas y los demás son de lenguaje. ¿Cuántos libros son de lenguaje?,1
En una granja hay 15 pollitos y nacen 8 pollitos. ¿Cuántos pollitos hay en total?,0
Sofía quiere llenar 43 botellas. Ya llenó 11. ¿Cuántas botellas le falta llenar?,1
En un restaurant hay 39 personas. Se van 21. ¿Cuántas personas quedan en el restaurant?,1
Para una fiesta se han prepardo 56 bocadillos de jamon y 28 de queso. ¿Cuántos bocadillos se han preparado en total?,0
En un árbol hay 46 manzanas. 24 manzanas se caen. ¿Cuántas manzanas quedan en el árbol?,1
"Germán tiene 28 lápices, si le presta 15 a Manuel. ¿Cuántos lápices le quedan a Germán?",1
Horacio tiene 38 libros y su hermana 19. ¿Cuántos libros más tiene Horacio?,1
La sección “A” de segundo grado tiene 46 alumnos y la sección “B” 38. ¿Cuántos alumnos hay en las dos secciones?,0
"Juan tiene 8 lápices y le regala 3 a su amiga Ana, ¿cuántos lápices le quedan?",1
En casa de Walter se juntaron 13 amigos. Después llegan otros 15. ¿Cuántos amigos hay en total en la casa de Walter?,0
"En un hotel en la playa hay 68 turistas, mañana se irán 17 y no entrará ninguno nuevo. ¿Cuántos turistas quedaran en el hotel?",1
David marcó 8 tantos y Javier 2. ¿Cuántos tantos marco David más que Javier?,1
"En el teatro hay 27 personas, 12 se van. ¿Cuántas personas quedan?",1
Germán está leyendo un libro de 89 páginas. Si le falta leer 13 páginas ¿cuántas páginas le falta para finalizarlo?,0
Fernanda junta tapitas de gaseosas. Ella tiene un paquete con 36 tapitas y la tía le trajo 14 más. ¿cuántas tapitas tiene ahora Fernanda?,0
Diego tiene 16 figuritas. Nicolás tiene 7 figuritas menos que Diego. ¿Cuántas figuritas tiene Nicolás?,1
José tiene 18 peras y Marta tiene 14. ¿Cuántas peras tiene José más que Marta?,1
En una caja hay 36 lápices. Se agregan 9. ¿Cuántos lápices hay en total?,0
"En el cine hay 54 personas. Si 23 de ellos son hombres, ¿cuántas son mujeres?",1
Alejo tiene 16 canicas azules y 14 transparentes. ¿Cuántas canicas tiene en total Alejo?,0
"En el costurero de la abuela de Julia, hay 17 botones grandes, 13 chicos y 7 de madera. ¿cuántos botones hay en total?",0
De 48 caramelos que tiene Pedro 27 son de frutilla y los demás de limón. ¿Cuántos caramelos son de limón?,1
"Rubén ahorró €47 desde marzo hasta octubre. En noviembre, ahorró €12 más. Si no gastó nada, ¿cuánto dinero tiene Rubén a fin de noviembre?",0
Un equipo de baloncesto ha conseguido 32 puntos en la primera mitad del partido y 45 en la segunda. ¿Cuántos puntos ha conseguido en total?,0
Manuel tiene 19 autitos y Ariel 32. ¿Cuántos autitos más que Manuel tiene Ariel?,1
Gisela tiene 41 figuritas y le falta conseguir 27 para completar el álbum. ¿cuántas figuritas tiene el álbum?,0
En una caja hay 9 pelotas. La maestra agrega 8 pelotas. ¿Cuántas pelotas hay en total?,0
Marta tiene 9 panes. Su hermano compra 4 panes. ¿Cuántos panes tienen entre los dos?,0
Javier tiene 12 camisetas y se le rompen 3. ¿Cuántas camisetas tiene al final?,1
En una canasta hay 25 manzanas. Juan coloca 32 más. ¿Cuántas manzanas hay en total en la canasta?,0
La tienda de ropa tiene 67 pantalones y vende 13. ¿Cuántos pantalones le quedan?,1
"En un bus viajan 13 personas y en otro, 21 ¿Cuántas personas viajan entre los dos buses?",0
"En el parque están jugando 37 personas. Si 18 de ellos son mujeres, ¿cuántos son hombres?",1
"Sandra tiene 53 figuritas y Sofía, 46. ¿Cuántas figuritas más que Sofía tiene Sandra?",1
"En su cumpleaños, Pablo recibió una caja con 3 autitos. Si ya tenía en una bolsa 11 autitos, ¿cuántos autitos tiene ahora Pablo?",0
En una caja hay 30 dulces. 18 son de piña y el resto son de fresa. ¿Cuántos dulces son de fresa?,1
En la tienda hay 64 chocolates. Si se venden 13 ¿Cuántos chocolates quedan en la tienda?,1
"En una sala hay 30 personas, 8 usan anteojos. ¿Cuántas personas no usan anteojos?",1
En el mercado trabajan 19 personas. En este momento hay 6 personas de vacaciones. ¿Cuántas personas hay trabajando en el mercado en este momento?,1
En un jardín hay 12 insectos. Si logramos espantar a 9 ¿Cuántos insectos quedan en el jardín?,1
Tomás tiene que llenar 52 frascos. Hoy llena 30. ¿Cuántas frascos le falta llenar a Tomás?,1
Paula tenía 37 chocolates. Luego de comer algunos con sus amigos le quedan 13. ¿Cuántos chocolates se comieron Paula y sus amigos?,1
Joaquín tiene 22 frambuesas y Carlos 27. ¿Cuántas frambuesas tiene Carlos más que Joaquín?,1
"Juan tenía 78 caramelos, en el recreo le regalo 62 caramelos a sus amigos. ¿Con cuántos caramelos se quedo Juan?",1
"Fernando tiene 26 páginas completas de un álbum de figuritas. Si el álbum tiene 57 páginas, ¿cuántas páginas le faltan completar a Fernando?",1
Santiago ha lanzado 19 balones a la canasta y ha acertado 7. ¿Cuántos balones ha fallado?,1
Elena compró 18 chupetines y repartió 8 en el recreo. ¿Con cuántos chupetines se quedó?,1
La clase de segundo grado siembra 25 árboles de pino y 36 de cedro. ¿Cuántos árboles siembra en total la clase de segundo grado?,0
"Darío tiene 25 autitos en una caja, 6 en la mochila y dejó 9 tirados en el patio. ¿Cuántos autitos tiene Darío en total?",0
En la verduleria hay 44 ciruelas y si se venden 26. ¿Cuántas ciruelas quedan en la verduleria?,1
En primer grado hay 68 alumnos. En segundo grado hay 7 alumnos menos que primer grado. ¿Cuántos alumnos hay en segundo grado?,1
Paco y Julían jugaron a las figuritas en el recreo. Julían perdió 7 figuritas y ahora tiene 16. ¿Cuántas tenía antes de jugar?,0
"En una reunión hay 40 personas, se van 14 ¿Cuántas personas quedan en la reunión?",1
El hermano de María compró 9 tomates y perdió 4. ¿Cuántos tomates le quedan al hermano de María?,1
"Hay 27 niños en segundo grado. De ese grupo, 9 niños no han llegado. ¿Cuántos niños están en la clase?",1
José tiene 5 juguetes y Laura tiene 3. ¿Cuantós juguetes tienen entre los dos?,0
Antes de que Carla y Diego se comieran 14 caramelos había 34 caramelos. ¿Cuántos caramelos quedan al final?,1
En la frutera hay 17 frutas. 6 son manzanas y las demás son naranjas. ¿Cuántas naranjas hay en total?,1
Andrea tiene 35 flores y Natalia 57. ¿Cuántas flores más tiene Natalia?,1
En un omnibus viajan 24 personas. En una parada bajan 13 personas. ¿Cuántas personas viajan ahora en el omnibus?,1
La mamá de Gael compró 8 huevos. Si 2 huevos se han rotos ¿cuántos huevos le quedan a la mamá de Gael?,1
En la carrera participan 35 autos y ya se retiraron 12. ¿Cuántos autos siguen compitiendo?,1
El padre de Javier tiene 58 gallinas y vende 9. ¿Cuántas gallinas le quedan?,1
Elvira tiene 17 tapitas verdes y 13 rojas. ¿Cuántas tapitas tiene en total?,0
Dante cosecha 67 sacos de papa este año. Esta cantidad es 8 sacos menos comparado con la cosecha del año pasado. ¿Cuántos sacos de papa cosechó el año pasado?,0
Gabriel tiene 20 litros de pintura. 8 litros son de color amarillo y los demás son de color violeta. ¿Cuántos litros de pintura violeta tiene Gabriel?,1
Antonio ha lanzado 29 balones a la canasta y ha fallado 13. ¿Cuántos balones ha encestado?,1
En un árbol hay 26 pájaros. 12 salen volando. ¿Cuantos pájaros quedan en el árbol?,1
Para una fiesta se han inflado 68 globos. Ya han explotado 35. ¿Cuántos globos quedan inflados en la fiesta?,1
En el examen de lenguaje Andres obtiene 79 puntos. En el de matemática obtiene 8 puntos más que en el de lenguaje. ¿Cuátos puntos obtuvo Andres en matemática?,0
"De 35 árboles que hay en un bosque, 26 son cedros y el resto son pinos. ¿Cuántos árboles son pinos?",1
"Juan Manuel tenía 94 bolitas, pero en el recreo perdió 15. ¿con cuántas volvió Juan Manuel a su casa?",1
Javier tiene 18 galletas. Comió algunas con sus amigos y se quedo con 5. ¿Cuántas galletas comieron Javier y sus amigos?,1
El almacenero vende 32 bolsas de arroz el jueves y 48 bolsas el viernes. ¿Cuántas bolsas vende en total el almacenero?,0
En un autobus viajan 17 pasajeros y suben 19. ¿Cuántos pasajeros viajan en total?,0
Angeles tiene €12. Para comprar una cartera le faltan €7. ¿Cuánto cuesta la cartera?,0
"En la nevera de Sofía hay 7 batidos, si Sofía toma 2 ¿Cuántos batidos quedan en la nevera?",1
Alejandra tenía 5 collares. Le regalaron algunos más y ahora tiene 9. ¿Cuántos collares le regalaron a Alejandra?,1
Juana ha pescado 46 peces y Lucas 34. ¿Cuántos peces ha pescado Juana más que Lucas?,1
"En un parque hay 27 personas, 16 usan sombrero. ¿Cuántas personas no usan sombrero?",1
Hay 9 mariposas en una flor. Si 4 mariposas se van ¿cuántas mariposas quedan en la flor?,1
María leyó 32 páginas de una revista que tiene 53 páginas. ¿Cuántas paginas le faltan leer a María?,1
En la oficina trabajan 25 personas. Hoy han faltado 4. ¿Cuántas personas hay trabajando en este momento?,1
"En un mercadito, Valeria compró 12 latas de tomate y 14 de arvejas. ¿Cuántas latas llevó?",0
Paco y Julían jugaron a las figuritas en el recreo. Paco tenía 13 figuritas y ahora tiene 17. ¿cuántas figuritas ganó paco?,1
En una sala hay 31 sillas. El papá de Joaquín trae 20 sillas más. ¿Cuántas sillas hay en total en la sala?,0
Si en la tienda hay 9 tartas de limón y Carlos compra 3 ¿Cuántas tartas de limón queda en la tienda?,1
En un lago hay 27 patos. Un auto toca la bocina y se van volando 14 patos. ¿Cuántos patos quedan en el lago?,1
"Pablo está leyendo un libro de 90 páginas. Si ya leyó 48, ¿cuántas páginas le faltan para terminarlo?",1
En un plato hay 13 tortillas. Toda la familia come 7 de esas tortillas. ¿Cuántas tortillas quedan?,1
Micaela llevó a la escuela 15 caramelos; comió algunos en el recreo y volvió con 12. ¿Cuántos comió?,1
En la tienda de verduras hay 67 manzanas rojas y 33 verdes. ¿Cuántas manzanas rojas hay más que manzanas verdes?,1
Alrededor de una mesa hay 14 sillas. Se sientan 8 personas. ¿Cuántas sillas quedan libres?,1
Agustina compró 17 galletas y les dio a sus amigos 11. ¿Con cuántas galletas se quedó?,1
Un payaso tiene 18 globos y se le vuelan 6. ¿Con cuántos globos se queda?,1
En una caja hay 87 naranjas de las cuales 32 están muy maduras. ¿Cuántas son las naranjas que no están muy maduras?,1
Santiago tiene 27 crayones y presta 13. ¿Cuántos crayones le quedan a Santiago?,1
"En la casa de Alfredo se puede desayunar con té, té con leche o leche sola. Para comer hay pan y galletas. Al hermano menor de Alfredo le gusta desayunar siempre distinto. ¿Cuántos desayunos diferentes puede tomar?",0
Mercedes compró 4 paquetes de 6 gaseosas cada uno. ¿Cuántas gaseosas compró Mercedes?,2
"Fausto arma bolsitas con los dados. Arma 6 bolsitas, y en cada una coloca 6 dados. ¿Cuántos dados había?",2
Santiago les regalo a sus amigos 87 de los 125 caramelos que tenia. ¿Cuántos caramelos le quedaron?,1
"En una fábrica de juguetes, de los 578 autitos que hay en el depósito, 237 son rojos. ¿Cuántos autitos del depósito son de otros colores?",1
Para un acto se colocaron 10 filas de 7 sillas cada una. ¿Cuánta gente cabía sentada en el acto?,2
"En una confitería hay 24 mesas, 9 de esas mesas están vacías. ¿Cuántas mesas ocupadas hay?",1
"En cada bolsa de un kilo, caben 6 mangos. Para una receta, Joaquín necesita 30 mangos. ¿Cuántas bolsas de un kilo necesita?",2
"En la caja de un juego, vienen 6 pilas de 9 fichas cada una. ¿Cuántas fichas vienen en cada caja?",2
Juan tiene 11 años y es 5 años mayor que Pedro. ¿Cuántos años tiene Pedro?,1
"En un juego de tablero, Sabina pasó del casillero con el número 154 al casillero con el número 167. ¿Cuántos casilleros avanzó?",1
Martina obtuvo en su jugada 36 puntos y alcanzó los 50 puntos. ¿Qué puntaje tenía antes de la jugada?,1
"Gaby tiene 3 pantalones: uno blanco, uno negro y uno gris, y 4 remeras: una blanca, una rosa, una negra y una azul. ¿De cuántas formas diferentes se puede vestir?",2
Josefina tiene 2 polleras y 3 remeras. ¿De cuántas formas diferentes las puede combinar?,2
Están reemplazando los azulejos del baño. Para ello hay que colocar 8 líneas de 7 azulejos cada una. ¿Cuántos azulejos hay que comprar?,2
Los alumnos de segundo grado ayudarán a la maestra a ordenar los libros. La biblioteca tiene 5 estantes y en cada estante entran 10 libros. El resto de los libros se guardará en el armario. ¿Cuántos libros podrán colocar en la biblioteca?,2
El pan se vende en paquetes de 6. La mamá de Nicolas necesita 60 panes. ¿Cuántos paquetes debe comprar la mamá de Nicolas?,3
"En la escuela hay 30 tizas y hay que repartirlas, en partes iguales entre las 5 aulas. ¿Cuántas tizas le corresponden a cada aula?",3
"De cada 3 muñecas que se fabrican, una es pelirroja, una rubia y la otra morocha. Si se fabrican 30 muñecas, ¿cuántas serán rubias?",3
Lisandro tenía 24 puntos en un juego. Ganó una jugada y llegó a 50 puntos. ¿Cuántos puntos ganó en esa jugada?,1
Daniela tenía €82. Paso por un negocio y compro un vestido por €33. ¿Cuánto dinero le quedo?,1
"En el club, las sillas se guardan apiladas de a 8. ¿Cuántas sillas habrá en 5 pilas?",2
"La mamá de Juliana llenó la piñata con 47 caramelos, 34 chupetines y 25 chicles. ¿Cuántas golosinas hay en la piñata?",0
Alma ya preparó 96 empanadas de las 120 que le encargaron. ¿Cuántas le falta preparar?,1
David tiene 68 bombones. Come 12 y le regala 32 a sus amigos. ¿Cuántos bombones le quedan al final?,1
Mateo compró 17 caramelos y ahora tiene 33. ¿Cuántos caramelos tenía antes de la compra?,1
Lara tiene 4 pares de aritos y 5 anillos. Se quiere poner todos los días distintas combinaciones de aritos y anillos. ¿Cuántas combinaciones distintas puede usar?,2
Matías tenía 17 cochecitos de juguete. Con los que los padres le regalan llego a los 35 cochecitos. ¿Cuántos cochecitos le regalaron los padres?,1
La abuela de Sebastían armó 9 bolsitas con 6 caramelos frutales cada una. ¿Cuántos caramelos frutales utilizó la abuela de Sebastían?,2
Yanina nació cuando la mamá tenía 26 años. Yanina tiene 7 años. ¿Cuántos años tiene la mamá de Yanina?,0
Julio salió de su casa con un billete de €100. Se compró una camisa de €60 y unas medias de €12. ¿Cuánto dinero le quedó?,1
En un acto del colegio hay 24 sillas y 33 personas. ¿Cuántas personas se quedan paradas?,1
"Gustavo guarda 7 autitos en cada bolsa. Si tiene 4 bolsas, ¿cuántos autitos tiene guardados?",2
Alma compró en un mayorista 28 paquetes de fideos para repartir con su hermano en partes iguales. ¿Cuántos paquetes le tocan a cada hermano?,3
"Una fábrica de juguetes arma 8 triciclos por semana. En 6 semanas, ¿cuántos triciclos fabricará?",2
"Con 1 litro de pintura roja, se pintan 77 muñecos. Si en cada paquete hay 11 muñecos, ¿cuántos paquetes de muñecos se pueden pintar con un litro de pintura?",3
"Adrián tiene 4 remeras y 3 pantalones, ¿de cuántas maneras los puede combinar para vestirse de diferente forma?",2
"Lorena junta figuritas para completar un álbum. En cada una de las páginas, pegó 7 figuritas. Tiene 5 páginas completas. ¿Cuántas figuritas pegó?",2
Elvira vende tortas. El miércoles le encargaron 3 tortas de cumpleaños iguales. En cada una de ellas puso 8 velitas. ¿Cuántas velitas tuvo que comprar?,2
Sebastián fue de compras con €150. Se compró un pantalón por €32 y una camisa por €25. ¿Cuánto dinero le quedó?,1
El tío de Leila preparó 7 bolsitas con 9 caramelos de leche cada una. ¿Cuántos caramelos de leche utilizó?,2
Elvira prepara tortas para vender. Para hacer una torta usa 3 huevos. El lunes le encargaron 5 tortas. ¿Cuántos huevos necesita para hacerlas?,2
"Kevin salió de su casa con €75 y en un negocio, se compró una camisa de €52. ¿Cuánto dinero le quedó?",1
Tania tiene una jarra de jugo con la que se llenan 6 vasos. ¿Cuántos vasos puede llenar con 4 jarras iguales?,2
La abuela de Jorge quiere hacer 48 empanadas. Ya hizo 29. ¿Cuántas empanadas le falta preparar?,1
"En cada bandeja de medialunas que venden en la panadería, vienen 3 medialunas. Si Juan compró 6 bandejas, ¿cuántas medialunas compró?",2
Paula compró una remera de €49 y unas calzas de €35. ¿Cuánto dinero gastó en total?,0
Mariano tenía 240 figuritas y ganó 37. ¿Cuántas figuritas tiene ahora?,0
"Eduardo organiza la biblioteca del aula. En cada estante quiere colocar 5 libros de cuentos. Si hay 6 estantes, ¿cuántos libros colocará?",2
El patio de la casa de Fede tiene 4 filas de 9 baldosas cada una. ¿Cuántas baldosas son?,2
"Por cada torta que prepara, Daniela usa 6 huevos. Si quiere preparar 4 tortas ¿Cuántos huevos necesitará?",2
"Sabrina tiene una botella de jugo con la que llena, exactamente, 7 vasos. ¿Cuántos vasos puede llenar con 6 botellas iguales?",2
"En la tienda hay 5 estantes con 10 latas cada uno. Si la mitad son de aceitunas, ¿cuántas latas no son de aceitunas?",2
Adriana tiene 24 libros para ordenar en 4 estantes. ¿Cuántos libros debe colocar en cada estante para que le queden la misma cantidad de libros en cada estante?,3
"Roberto prepara pizzas de 8 porciones cada una. Si prepara 3 pizzas, ¿cuántas porciones obtiene?",2
Daniela va a preparar una receta donde con cada taza de arroz que utiliza obtiene 3 porciones. ¿Cuántas tazas de arroz necesita para 12 personas?,3
Mariana tiene 40 libros para ordenar en 8 estantes. Si quiere colocar en cada uno la misma cantidad ¿cuántos libros deberá colocar por estante?,3
Lucas le quiere regalar 6 caramelos a cada uno de sus 5 amigos. ¿Cuántos caramelos tiene que comprar Lucas?,2
Paula tiene 3 hijos. Le quiere comprar a cada uno 12 caramelos. ¿Cuántos caramelos debe comprar en total?,2
En cada caja de autitos vienen 4 de color azul. Si compro 5 cajas de autitos ¿Cuántos autitos de color azul obtendré?,2
Joaquín quiere repartir a algunos amigos 4 caramelos a cada uno. Si tiene 36 caramelos ¿Para cuantos amigos le alcanzara?,3
Manuel colecciona figuritas. En cada página del álbum se pegan 8 figuritas. Tiene completas 7 páginas ¿Cuántas figuritas tiene en el álbum?,2
Adriana tiene 3 pantalones y 6 blusas. ¿Cuántas combinaciones distintas puede hacer sin repetir misma blusa y pantalón?,2
"En el patio del colegio, hay 8 filas de 8 baldosas cada una. ¿Cuántas baldosas tiene el patio?",2
Sofía tiene 18 chupetines y quiere repartirlos en partes iguales entre ella y 2 amigas. ¿Con cuántos chupetines se quedara cada una?,3
El tablero de ajedrez tiene 8 filas de 8 cuadrados cada una. ¿Cuántos cuadrados tiene en total?,2
"En una caja de alfajores, vienen 3 de dulce de leche. ¿Cuántas cajas hay que comprar para llevar 24 alfajores de dulce de leche?",3
Daniel reparte sus caramelos entre el y sus 2 amigos. Si cada uno se quedo con 8 caramelos. ¿Cuántos caramelos tenia Daniel inicialmente?,2
En un teatro hay 10 filas de 12 asientos cada una. ¿Cuántos asientos hay en total?,2
"Eduardo organiza la biblioteca del aula. En cada estante quiere colocar 5 libros de cuentos. Si hay 6 estantes, ¿cuántos libros colocará?",2
"En la playa, al atardecer, se guardan las reposeras en pilas de 9. ¿Cuántas reposeras hay en 7 pilas?",2
"Rodrigo quiere repartir sus caramelos entre 4 amigos. Si tiene 52 caramelos y quiere que a cada uno le toque la misma cantidad, ¿cuántos caramelos recibirá cada uno de sus amigos?",3
José tiene 6 cajas con 8 autitos cada una. ¿Cuántos autitos tiene en total?,2
"En un cine, hay 15 filas de 10 butacas cada una. ¿Cuánta gente cabe sentada en cada función?",2
En un escritorio hay 2 pilas de 25 hojas cada una. ¿Cuántas hojas hay en total?,2
"Para el casamiento de Juana y Darío, sus amigos se sentaron en 5 mesas. En cada mesa cabían 6 personas. No sobraron lugares y nadie quedó sin silla ¿Cuántos amigos de Juana y Darío fueron al casamiento?",2
"Para el casamiento de Juana y Darío, sus amigos se sentaron en 5 mesas. En cada mesa cabían 6 personas. No sobraron lugares y nadie quedó sin silla ¿Cuántos amigos de Juana y Darío fueron al casamiento?",3
"Anibal tiene un puesto de flores. Para hoy, armó 6 ramos con 7 rosas cada uno. ¿Cuántas rosas necesitó para armar esos ramos?",2
Emilio vende caramelos. Para hoy tiene 9 paquetes de 8 caramelos cada uno. ¿Cuántos caramelos tiene en total?,2
María tiene 40 caramelos y los repartió entre 5 amigos. ¿Cuántos caramelos le dio a cada uno?,3
Para un acto se colocaron 10 filas de 7 sillas cada una. ¿Cuánta gente cabía sentada en el acto?,2
La mamá de Mariana tiene 40 caramelos para repartir entre su hija y 4 amigas. ¿Cuántos caramelos recibirá cada una?,3
Por kilo caben 5 manzanas. Antonia necesita 25 manzanas. ¿Cuántas bolsas de 1 kilo debe comprar?,3
"En una fábrica juguetes de cada 4 autitos que fabrican uno es rojo, uno azul, uno negro y el otro verde. Si se fabrican 40 autitos, ¿Cuántos serán negros?",3
